status,type_of_facility,county,beds_ready_to_accept_patients,patients_in_beds,beds_in_warm_status,date
ColdStatus,Federal Medical Station,San Francisco,0,0,0,10/12/2020
WARM Status,Federal Medical Station,Imperial,-2,2,125,10/12/2020
WARM Status,Federal Medical Station,Fresno,0,0,125,10/13/2020
WARM Status,Federal Medical Station,Contra Costa,0,0,250,10/13/2020
WARM Status,Federal Medical Station,San Francisco,0,0,125,10/13/2020
ColdStatus,Federal Medical Station,San Francisco,0,0,0,10/13/2020
WARM Status,Alternative Care Facility,Tulare,0,0,123,10/13/2020
WARM Status,Federal Medical Station,Imperial,-2,2,125,10/13/2020
WARM Status,Federal Medical Station,San Diego,0,0,200,10/13/2020
WARM Status,Federal Medical Station,Riverside,0,0,250,10/13/2020
WARM Status,Alternative Care Facility,Orange,0,0,180,10/13/2020
WARM Status,Arena,Sacramento,0,0,244,10/13/2020
WARM Status,Federal Medical Station,San Mateo,0,0,250,10/13/2020
WARM Status,Arena,Sacramento,0,0,244,10/14/2020
WARM Status,Federal Medical Station,Fresno,0,0,125,10/14/2020
WARM Status,Federal Medical Station,Riverside,0,0,250,10/14/2020
WARM Status,Federal Medical Station,San Diego,0,0,200,10/14/2020
WARM Status,Federal Medical Station,Imperial,-2,2,125,10/14/2020
WARM Status,Alternative Care Facility,Tulare,0,0,123,10/14/2020
ColdStatus,Federal Medical Station,San Francisco,0,0,0,10/14/2020
WARM Status,Alternative Care Facility,Orange,0,0,180,10/14/2020
WARM Status,Federal Medical Station,Contra Costa,0,0,250,10/14/2020
WARM Status,Federal Medical Station,San Mateo,0,0,250,10/14/2020
WARM Status,Federal Medical Station,San Francisco,0,0,125,10/14/2020
WARM Status,Federal Medical Station,San Mateo,0,0,250,10/15/2020
WARM Status,Federal Medical Station,Fresno,0,0,125,10/15/2020
ColdStatus,Federal Medical Station,San Francisco,0,0,0,10/15/2020
WARM Status,Arena,Sacramento,0,0,244,10/15/2020
WARM Status,Alternative Care Facility,Tulare,0,0,123,10/15/2020
WARM Status,Federal Medical Station,Imperial,-2,2,125,10/15/2020
WARM Status,Federal Medical Station,San Francisco,0,0,125,10/15/2020
WARM Status,Alternative Care Facility,Orange,0,0,180,10/15/2020
WARM Status,Federal Medical Station,Contra Costa,0,0,250,10/15/2020
WARM Status,Federal Medical Station,San Diego,0,0,200,10/15/2020
WARM Status,Federal Medical Station,Riverside,0,0,250,10/15/2020
WARM Status,Arena,Sacramento,0,0,244,10/16/2020
WARM Status,Federal Medical Station,Riverside,0,0,250,10/16/2020
WARM Status,Federal Medical Station,San Mateo,0,0,250,10/16/2020
WARM Status,Federal Medical Station,San Diego,0,0,200,10/16/2020
WARM Status,Federal Medical Station,Imperial,-2,2,125,10/16/2020
WARM Status,Alternative Care Facility,Tulare,0,0,123,10/16/2020
ColdStatus,Federal Medical Station,San Francisco,0,0,0,10/16/2020
WARM Status,Federal Medical Station,San Francisco,0,0,125,10/16/2020
WARM Status,Alternative Care Facility,Orange,0,0,180,10/16/2020
WARM Status,Federal Medical Station,Fresno,0,0,125,10/16/2020
WARM Status,Federal Medical Station,Riverside,0,0,250,10/17/2020
WARM Status,Federal Medical Station,Contra Costa,0,0,250,10/17/2020
WARM Status,Alternative Care Facility,Orange,0,0,180,10/17/2020
WARM Status,Federal Medical Station,San Francisco,0,0,125,10/17/2020
ColdStatus,Federal Medical Station,San Francisco,0,0,0,10/17/2020
WARM Status,Alternative Care Facility,Tulare,0,0,123,10/17/2020
WARM Status,Federal Medical Station,Imperial,-2,2,125,10/17/2020
WARM Status,Federal Medical Station,San Diego,0,0,200,10/17/2020
WARM Status,Federal Medical Station,Fresno,0,0,125,10/17/2020
WARM Status,Federal Medical Station,San Mateo,0,0,250,10/17/2020
WARM Status,Arena,Sacramento,0,0,244,10/17/2020
WARM Status,Federal Medical Station,San Francisco,0,0,125,10/18/2020
WARM Status,Federal Medical Station,San Diego,0,0,200,10/18/2020
WARM Status,Federal Medical Station,Riverside,0,0,250,10/18/2020
WARM Status,Federal Medical Station,San Mateo,0,0,250,10/18/2020
WARM Status,Federal Medical Station,Fresno,0,0,125,10/18/2020
WARM Status,Federal Medical Station,Imperial,-2,2,125,10/18/2020
WARM Status,Alternative Care Facility,Tulare,0,0,123,10/18/2020
ColdStatus,Federal Medical Station,San Francisco,0,0,0,10/18/2020
WARM Status,Alternative Care Facility,Orange,0,0,180,10/18/2020
WARM Status,Arena,Sacramento,0,0,244,10/18/2020
WARM Status,Federal Medical Station,Contra Costa,0,0,250,10/18/2020
WARM Status,Federal Medical Station,San Mateo,0,0,250,10/19/2020
WARM Status,Arena,Sacramento,0,0,244,10/19/2020
WARM Status,Federal Medical Station,Riverside,0,0,250,10/19/2020
WARM Status,Federal Medical Station,San Diego,0,0,200,10/19/2020
WARM Status,Alternative Care Facility,Tulare,0,0,123,10/19/2020
ColdStatus,Federal Medical Station,San Francisco,0,0,0,10/19/2020
WARM Status,Federal Medical Station,San Francisco,0,0,125,10/19/2020
WARM Status,Alternative Care Facility,Orange,0,0,180,10/19/2020
WARM Status,Federal Medical Station,Contra Costa,0,0,250,10/19/2020
WARM Status,Federal Medical Station,Imperial,-2,2,125,10/19/2020
WARM Status,Federal Medical Station,Fresno,0,0,125,10/19/2020
WARM Status,Federal Medical Station,San Diego,0,0,200,10/20/2020
WARM Status,Federal Medical Station,Fresno,0,0,125,10/20/2020
WARM Status,Federal Medical Station,San Francisco,0,0,125,10/20/2020
WARM Status,Federal Medical Station,Contra Costa,0,0,250,10/20/2020
WARM Status,Alternative Care Facility,Orange,0,0,180,10/20/2020
ColdStatus,Federal Medical Station,San Francisco,0,0,0,10/20/2020
WARM Status,Alternative Care Facility,Tulare,0,0,123,10/20/2020
WARM Status,Federal Medical Station,Imperial,-2,2,125,10/20/2020
WARM Status,Federal Medical Station,Riverside,0,0,250,10/20/2020
WARM Status,Arena,Sacramento,0,0,244,10/20/2020
WARM Status,Federal Medical Station,San Mateo,0,0,250,10/20/2020
WARM Status,Federal Medical Station,Riverside,0,0,250,10/21/2020
WARM Status,Federal Medical Station,Contra Costa,0,0,250,10/21/2020
WARM Status,Arena,Sacramento,0,0,244,10/21/2020
WARM Status,Federal Medical Station,San Mateo,0,0,250,10/21/2020
WARM Status,Federal Medical Station,Fresno,0,0,125,10/21/2020
WARM Status,Alternative Care Facility,Orange,0,0,180,10/21/2020
WARM Status,Federal Medical Station,San Francisco,0,0,125,10/21/2020
ColdStatus,Federal Medical Station,San Francisco,0,0,0,10/21/2020
WARM Status,Alternative Care Facility,Tulare,0,0,123,10/21/2020
WARM Status,Federal Medical Station,Imperial,-2,2,125,10/21/2020
WARM Status,Federal Medical Station,San Diego,0,0,200,10/21/2020
ColdStatus,Federal Medical Station,San Francisco,0,0,0,10/22/2020
WARM Status,Federal Medical Station,San Mateo,0,0,250,10/22/2020
WARM Status,Federal Medical Station,Fresno,0,0,125,10/22/2020
WARM Status,Arena,Sacramento,0,0,244,10/22/2020
WARM Status,Federal Medical Station,Riverside,0,0,250,10/22/2020
WARM Status,Federal Medical Station,San Diego,0,0,200,10/22/2020
WARM Status,Federal Medical Station,Imperial,-2,2,125,10/22/2020
WARM Status,Alternative Care Facility,Tulare,0,0,123,10/22/2020
WARM Status,Federal Medical Station,San Francisco,0,0,125,10/22/2020
WARM Status,Alternative Care Facility,Orange,0,0,180,10/22/2020
WARM Status,Federal Medical Station,Contra Costa,0,0,250,10/22/2020
WARM Status,Alternative Care Facility,Orange,0,0,180,10/23/2020
WARM Status,Federal Medical Station,San Mateo,0,0,250,10/23/2020
WARM Status,Federal Medical Station,Fresno,0,0,125,10/23/2020
WARM Status,Federal Medical Station,Riverside,0,0,250,10/23/2020
WARM Status,Federal Medical Station,Contra Costa,0,0,250,10/23/2020
WARM Status,Federal Medical Station,San Diego,0,0,200,10/23/2020
WARM Status,Federal Medical Station,Imperial,-2,2,125,10/23/2020
WARM Status,Alternative Care Facility,Tulare,0,0,123,10/23/2020
ColdStatus,Federal Medical Station,San Francisco,0,0,0,10/23/2020
WARM Status,Federal Medical Station,San Francisco,0,0,125,10/23/2020
WARM Status,Arena,Sacramento,0,0,244,10/23/2020
WARM Status,Federal Medical Station,San Mateo,0,0,250,10/24/2020
WARM Status,Alternative Care Facility,Orange,0,0,180,10/24/2020
WARM Status,Federal Medical Station,Contra Costa,0,0,250,10/24/2020
WARM Status,Federal Medical Station,San Francisco,0,0,125,10/24/2020
ColdStatus,Federal Medical Station,San Francisco,0,0,0,10/24/2020
WARM Status,Alternative Care Facility,Tulare,0,0,123,10/24/2020
WARM Status,Federal Medical Station,Imperial,-2,2,125,10/24/2020
WARM Status,Federal Medical Station,San Diego,0,0,200,10/24/2020
WARM Status,Federal Medical Station,Riverside,0,0,250,10/24/2020
WARM Status,Arena,Sacramento,0,0,244,10/24/2020
WARM Status,Federal Medical Station,Fresno,0,0,125,10/24/2020
WARM Status,Federal Medical Station,San Mateo,0,0,250,10/25/2020
WARM Status,Federal Medical Station,Fresno,0,0,125,10/25/2020
WARM Status,Arena,Sacramento,0,0,244,10/25/2020
WARM Status,Federal Medical Station,Imperial,-2,2,125,10/25/2020
WARM Status,Federal Medical Station,Riverside,0,0,250,10/25/2020
WARM Status,Federal Medical Station,San Diego,0,0,200,10/25/2020
WARM Status,Alternative Care Facility,Orange,0,0,180,10/25/2020
WARM Status,Alternative Care Facility,Tulare,0,0,123,10/25/2020
ColdStatus,Federal Medical Station,San Francisco,0,0,0,10/25/2020
WARM Status,Federal Medical Station,San Francisco,0,0,125,10/25/2020
WARM Status,Federal Medical Station,Contra Costa,0,0,250,10/25/2020
WARM Status,Federal Medical Station,San Mateo,0,0,250,10/26/2020
WARM Status,Federal Medical Station,Contra Costa,0,0,250,10/26/2020
WARM Status,Alternative Care Facility,Orange,0,0,180,10/26/2020
WARM Status,Federal Medical Station,San Francisco,0,0,125,10/26/2020
ColdStatus,Federal Medical Station,San Francisco,0,0,0,10/26/2020
WARM Status,Alternative Care Facility,Tulare,0,0,123,10/26/2020
WARM Status,Federal Medical Station,Imperial,-2,2,125,10/26/2020
WARM Status,Federal Medical Station,San Diego,0,0,200,10/26/2020
WARM Status,Federal Medical Station,Riverside,0,0,250,10/26/2020
WARM Status,Arena,Sacramento,0,0,244,10/26/2020
WARM Status,Federal Medical Station,Fresno,0,0,125,10/26/2020
WARM Status,Federal Medical Station,San Mateo,0,0,250,10/27/2020
WARM Status,Arena,Sacramento,0,0,244,10/27/2020
WARM Status,Federal Medical Station,Riverside,0,0,250,10/27/2020
WARM Status,Federal Medical Station,San Diego,0,0,200,10/27/2020
WARM Status,Federal Medical Station,Imperial,-2,2,125,10/27/2020
WARM Status,Alternative Care Facility,Tulare,0,0,123,10/27/2020
ColdStatus,Federal Medical Station,San Francisco,0,0,0,10/27/2020
WARM Status,Federal Medical Station,San Francisco,0,0,125,10/27/2020
WARM Status,Alternative Care Facility,Orange,0,0,180,10/27/2020
WARM Status,Federal Medical Station,Contra Costa,0,0,250,10/27/2020
WARM Status,Federal Medical Station,Fresno,0,0,125,10/27/2020
WARM Status,Federal Medical Station,San Mateo,0,0,250,10/28/2020
WARM Status,Arena,Sacramento,0,0,244,10/28/2020
WARM Status,Federal Medical Station,Riverside,0,0,250,10/28/2020
WARM Status,Federal Medical Station,San Diego,0,0,200,10/28/2020
WARM Status,Federal Medical Station,Imperial,-2,2,125,10/28/2020
WARM Status,Alternative Care Facility,Tulare,0,0,123,10/28/2020
WARM Status,Federal Medical Station,San Francisco,0,0,125,10/28/2020
ColdStatus,Federal Medical Station,San Francisco,0,0,0,10/28/2020
WARM Status,Federal Medical Station,Contra Costa,0,0,250,10/28/2020
WARM Status,Alternative Care Facility,Orange,0,0,180,10/28/2020
WARM Status,Federal Medical Station,Fresno,0,0,125,10/28/2020
WARM Status,Federal Medical Station,San Mateo,0,0,250,10/29/2020
WARM Status,Federal Medical Station,Fresno,0,0,125,10/29/2020
WARM Status,Arena,Sacramento,0,0,244,10/29/2020
WARM Status,Federal Medical Station,San Diego,0,0,200,10/29/2020
WARM Status,Federal Medical Station,Imperial,-2,2,125,10/29/2020
WARM Status,Alternative Care Facility,Tulare,0,0,123,10/29/2020
WARM Status,Federal Medical Station,San Francisco,0,0,125,10/29/2020
WARM Status,Alternative Care Facility,Orange,0,0,180,10/29/2020
WARM Status,Federal Medical Station,Contra Costa,0,0,250,10/29/2020
ColdStatus,Federal Medical Station,San Francisco,0,0,0,10/29/2020
WARM Status,Federal Medical Station,Riverside,0,0,250,10/29/2020
WARM Status,Federal Medical Station,Fresno,0,0,125,10/30/2020
WARM Status,Arena,Sacramento,0,0,244,10/30/2020
WARM Status,Federal Medical Station,Riverside,0,0,250,10/30/2020
WARM Status,Federal Medical Station,Contra Costa,0,0,250,10/30/2020
WARM Status,Alternative Care Facility,Orange,0,0,180,10/30/2020
WARM Status,Federal Medical Station,San Francisco,0,0,125,10/30/2020
WARM Status,Alternative Care Facility,Tulare,0,0,123,10/30/2020
WARM Status,Federal Medical Station,Imperial,-2,2,125,10/30/2020
WARM Status,Federal Medical Station,San Diego,0,0,200,10/30/2020
WARM Status,Federal Medical Station,San Mateo,0,0,250,10/30/2020
ColdStatus,Federal Medical Station,San Francisco,0,0,0,10/30/2020
WARM Status,Federal Medical Station,Imperial,-2,2,125,10/31/2020
WARM Status,Alternative Care Facility,Orange,0,0,180,10/31/2020
WARM Status,Federal Medical Station,San Mateo,0,0,250,10/31/2020
WARM Status,Federal Medical Station,Fresno,0,0,125,10/31/2020
WARM Status,Arena,Sacramento,0,0,244,10/31/2020
WARM Status,Federal Medical Station,Riverside,0,0,250,10/31/2020
WARM Status,Federal Medical Station,San Diego,0,0,200,10/31/2020
WARM Status,Federal Medical Station,Contra Costa,0,0,250,10/31/2020
WARM Status,Federal Medical Station,San Francisco,0,0,125,10/31/2020
ColdStatus,Federal Medical Station,San Francisco,0,0,0,10/31/2020
WARM Status,Alternative Care Facility,Tulare,0,0,123,10/31/2020
WARM Status,Federal Medical Station,Imperial,-2,2,125,11/1/2020
WARM Status,Federal Medical Station,Contra Costa,0,0,250,11/1/2020
WARM Status,Federal Medical Station,San Mateo,0,0,250,11/1/2020
WARM Status,Federal Medical Station,Fresno,0,0,125,11/1/2020
WARM Status,Arena,Sacramento,0,0,244,11/1/2020
WARM Status,Federal Medical Station,Riverside,0,0,250,11/1/2020
WARM Status,Federal Medical Station,San Diego,0,0,200,11/1/2020
WARM Status,Alternative Care Facility,Tulare,0,0,123,11/1/2020
ColdStatus,Federal Medical Station,San Francisco,0,0,0,11/1/2020
WARM Status,Federal Medical Station,San Francisco,0,0,125,11/1/2020
WARM Status,Alternative Care Facility,Orange,0,0,180,11/1/2020
WARM Status,Alternative Care Facility,Orange,0,0,180,11/2/2020
WARM Status,Federal Medical Station,Contra Costa,0,0,250,11/2/2020
WARM Status,Federal Medical Station,San Mateo,0,0,250,11/2/2020
WARM Status,Federal Medical Station,Fresno,0,0,125,11/2/2020
WARM Status,Arena,Sacramento,0,0,244,11/2/2020
WARM Status,Federal Medical Station,Riverside,0,0,250,11/2/2020
WARM Status,Federal Medical Station,San Diego,0,0,200,11/2/2020
WARM Status,Federal Medical Station,Imperial,-2,2,125,11/2/2020
WARM Status,Alternative Care Facility,Tulare,0,0,123,11/2/2020
ColdStatus,Federal Medical Station,San Francisco,0,0,0,11/2/2020
WARM Status,Federal Medical Station,San Francisco,0,0,125,11/2/2020
WARM Status,Federal Medical Station,Contra Costa,0,0,250,11/3/2020
WARM Status,Arena,Sacramento,0,0,244,11/3/2020
WARM Status,Federal Medical Station,San Mateo,0,0,250,11/3/2020
WARM Status,Federal Medical Station,Fresno,0,0,125,11/3/2020
WARM Status,Alternative Care Facility,Orange,0,0,180,11/3/2020
ColdStatus,Federal Medical Station,San Francisco,0,0,0,11/3/2020
WARM Status,Alternative Care Facility,Tulare,0,0,123,11/3/2020
WARM Status,Federal Medical Station,San Francisco,0,0,125,11/3/2020
WARM Status,Federal Medical Station,Imperial,-2,2,125,11/3/2020
WARM Status,Federal Medical Station,San Diego,0,0,200,11/3/2020
WARM Status,Federal Medical Station,Riverside,0,0,250,11/3/2020
WARM Status,Federal Medical Station,San Mateo,0,0,250,11/4/2020
WARM Status,Federal Medical Station,San Diego,0,0,200,11/4/2020
WARM Status,Federal Medical Station,Fresno,0,0,125,11/4/2020
WARM Status,Alternative Care Facility,Orange,0,0,180,11/4/2020
WARM Status,Federal Medical Station,San Francisco,0,0,125,11/4/2020
ColdStatus,Federal Medical Station,San Francisco,0,0,0,11/4/2020
WARM Status,Alternative Care Facility,Tulare,0,0,123,11/4/2020
WARM Status,Arena,Sacramento,0,0,244,11/4/2020
WARM Status,Federal Medical Station,Riverside,0,0,250,11/4/2020
WARM Status,Federal Medical Station,Imperial,-2,2,125,11/4/2020
WARM Status,Federal Medical Station,Contra Costa,0,0,250,11/4/2020
WARM Status,Federal Medical Station,San Mateo,0,0,250,11/5/2020
WARM Status,Federal Medical Station,Riverside,0,0,250,11/5/2020
WARM Status,Federal Medical Station,Contra Costa,0,0,250,11/5/2020
WARM Status,Federal Medical Station,San Francisco,0,0,125,11/5/2020
ColdStatus,Federal Medical Station,San Francisco,0,0,0,11/5/2020
WARM Status,Alternative Care Facility,Tulare,0,0,123,11/5/2020
WARM Status,Federal Medical Station,Imperial,-2,2,125,11/5/2020
WARM Status,Federal Medical Station,Fresno,0,0,125,11/5/2020
WARM Status,Federal Medical Station,San Diego,0,0,200,11/5/2020
WARM Status,Alternative Care Facility,Orange,0,0,180,11/5/2020
WARM Status,Arena,Sacramento,0,0,244,11/5/2020
WARM Status,Federal Medical Station,Imperial,-2,2,125,11/6/2020
WARM Status,Alternative Care Facility,Tulare,0,0,123,11/6/2020
ColdStatus,Federal Medical Station,San Francisco,0,0,0,11/6/2020
WARM Status,Alternative Care Facility,Orange,0,0,180,11/6/2020
WARM Status,Federal Medical Station,Contra Costa,0,0,250,11/6/2020
WARM Status,Federal Medical Station,San Francisco,0,0,125,11/6/2020
WARM Status,Federal Medical Station,San Mateo,0,0,250,11/6/2020
WARM Status,Federal Medical Station,Fresno,0,0,125,11/6/2020
WARM Status,Arena,Sacramento,0,0,244,11/6/2020
WARM Status,Federal Medical Station,Riverside,0,0,250,11/6/2020
WARM Status,Federal Medical Station,San Diego,0,0,200,11/6/2020
WARM Status,Federal Medical Station,Imperial,-2,2,125,11/7/2020
WARM Status,Alternative Care Facility,Tulare,0,0,123,11/7/2020
WARM Status,Federal Medical Station,San Diego,0,0,200,11/7/2020
WARM Status,Federal Medical Station,San Francisco,0,0,125,11/7/2020
WARM Status,Arena,Sacramento,0,0,244,11/7/2020
WARM Status,Federal Medical Station,San Mateo,0,0,250,11/7/2020
WARM Status,Federal Medical Station,Fresno,0,0,125,11/7/2020
WARM Status,Federal Medical Station,Contra Costa,0,0,250,11/7/2020
WARM Status,Alternative Care Facility,Orange,0,0,180,11/7/2020
ColdStatus,Federal Medical Station,San Francisco,0,0,0,11/7/2020
WARM Status,Federal Medical Station,Riverside,0,0,250,11/7/2020
WARM Status,Federal Medical Station,Fresno,0,0,125,11/8/2020
WARM Status,Arena,Sacramento,0,0,244,11/8/2020
WARM Status,Federal Medical Station,Contra Costa,0,0,250,11/8/2020
WARM Status,Alternative Care Facility,Orange,0,0,180,11/8/2020
WARM Status,Federal Medical Station,San Francisco,0,0,125,11/8/2020
ColdStatus,Federal Medical Station,San Francisco,0,0,0,11/8/2020
WARM Status,Alternative Care Facility,Tulare,0,0,123,11/8/2020
WARM Status,Federal Medical Station,Imperial,-2,2,125,11/8/2020
WARM Status,Federal Medical Station,San Mateo,0,0,250,11/8/2020
WARM Status,Federal Medical Station,San Diego,0,0,200,11/8/2020
WARM Status,Federal Medical Station,Riverside,0,0,250,11/8/2020
WARM Status,Arena,Sacramento,0,0,244,11/9/2020
WARM Status,Alternative Care Facility,Orange,0,0,180,11/9/2020
WARM Status,Federal Medical Station,San Francisco,0,0,125,11/9/2020
WARM Status,Federal Medical Station,Contra Costa,0,0,250,11/9/2020
ColdStatus,Federal Medical Station,San Francisco,0,0,0,11/9/2020
WARM Status,Alternative Care Facility,Tulare,0,0,123,11/9/2020
WARM Status,Federal Medical Station,Imperial,-2,2,125,11/9/2020
WARM Status,Federal Medical Station,San Diego,0,0,200,11/9/2020
WARM Status,Federal Medical Station,Riverside,0,0,250,11/9/2020
WARM Status,Federal Medical Station,Fresno,0,0,125,11/9/2020
WARM Status,Federal Medical Station,San Mateo,0,0,250,11/9/2020
WARM Status,Federal Medical Station,Riverside,0,0,250,11/10/2020
WARM Status,Federal Medical Station,San Mateo,0,0,250,11/10/2020
WARM Status,Federal Medical Station,Contra Costa,0,0,250,11/10/2020
WARM Status,Alternative Care Facility,Orange,0,0,180,11/10/2020
WARM Status,Federal Medical Station,San Francisco,0,0,125,11/10/2020
WARM Status,Alternative Care Facility,Tulare,0,0,123,11/10/2020
WARM Status,Federal Medical Station,Fresno,0,0,125,11/10/2020
WARM Status,Arena,Sacramento,0,0,244,11/10/2020
WARM Status,Federal Medical Station,San Diego,0,0,200,11/10/2020
WARM Status,Federal Medical Station,Imperial,-2,2,125,11/10/2020
ColdStatus,Federal Medical Station,San Francisco,0,0,0,11/10/2020
WARM Status,Federal Medical Station,Riverside,0,0,250,11/11/2020
WARM Status,Alternative Care Facility,Orange,0,0,180,11/11/2020
WARM Status,Federal Medical Station,San Francisco,0,0,125,11/11/2020
WARM Status,Alternative Care Facility,Tulare,0,0,123,11/11/2020
WARM Status,Arena,Sacramento,0,0,244,11/11/2020
WARM Status,Federal Medical Station,Fresno,0,0,125,11/11/2020
WARM Status,Federal Medical Station,San Mateo,0,0,250,11/11/2020
WARM Status,Federal Medical Station,San Diego,0,0,200,11/11/2020
WARM Status,Federal Medical Station,Imperial,-2,2,125,11/11/2020
ColdStatus,Federal Medical Station,San Francisco,0,0,0,11/11/2020
WARM Status,Federal Medical Station,Contra Costa,0,0,250,11/11/2020
WARM Status,Federal Medical Station,Imperial,-2,2,125,11/12/2020
WARM Status,Federal Medical Station,Contra Costa,0,0,250,11/12/2020
WARM Status,Alternative Care Facility,Orange,0,0,180,11/12/2020
WARM Status,Federal Medical Station,San Francisco,0,0,125,11/12/2020
WARM Status,Federal Medical Station,San Mateo,0,0,250,11/12/2020
WARM Status,Federal Medical Station,Fresno,0,0,125,11/12/2020
WARM Status,Arena,Sacramento,0,0,244,11/12/2020
ColdStatus,Federal Medical Station,San Francisco,0,0,0,11/12/2020
WARM Status,Alternative Care Facility,Tulare,0,0,123,11/12/2020
WARM Status,Federal Medical Station,San Diego,0,0,200,11/12/2020
WARM Status,Federal Medical Station,Riverside,0,0,250,11/12/2020
WARM Status,Federal Medical Station,San Diego,0,0,200,11/13/2020
WARM Status,Federal Medical Station,Contra Costa,0,0,250,11/13/2020
WARM Status,Alternative Care Facility,Orange,0,0,180,11/13/2020
WARM Status,Federal Medical Station,San Francisco,0,0,125,11/13/2020
ColdStatus,Federal Medical Station,San Francisco,0,0,0,11/13/2020
WARM Status,Alternative Care Facility,Tulare,0,0,123,11/13/2020
WARM Status,Federal Medical Station,Imperial,-2,2,125,11/13/2020
WARM Status,Federal Medical Station,San Mateo,0,0,250,11/13/2020
WARM Status,Federal Medical Station,Riverside,0,0,250,11/13/2020
WARM Status,Arena,Sacramento,0,0,244,11/13/2020
WARM Status,Federal Medical Station,Fresno,0,0,125,11/13/2020
WARM Status,Alternative Care Facility,Orange,0,0,180,11/14/2020
WARM Status,Arena,Sacramento,0,0,244,11/14/2020
WARM Status,Alternative Care Facility,Tulare,0,0,123,11/14/2020
WARM Status,Federal Medical Station,San Mateo,0,0,250,11/14/2020
WARM Status,Federal Medical Station,Fresno,0,0,125,11/14/2020
WARM Status,Federal Medical Station,Riverside,0,0,250,11/14/2020
WARM Status,Federal Medical Station,San Diego,0,0,200,11/14/2020
WARM Status,Federal Medical Station,Imperial,-2,2,125,11/14/2020
ColdStatus,Federal Medical Station,San Francisco,0,0,0,11/14/2020
WARM Status,Federal Medical Station,San Francisco,0,0,125,11/14/2020
WARM Status,Federal Medical Station,Contra Costa,0,0,250,11/14/2020
Ready,Federal Medical Station,Imperial,8,2,125,11/15/2020
WARM Status,Federal Medical Station,Riverside,0,0,250,11/15/2020
WARM Status,Federal Medical Station,Contra Costa,0,0,250,11/15/2020
WARM Status,Alternative Care Facility,Orange,0,0,180,11/15/2020
WARM Status,Federal Medical Station,San Francisco,0,0,125,11/15/2020
ColdStatus,Federal Medical Station,San Francisco,0,0,0,11/15/2020
WARM Status,Alternative Care Facility,Tulare,0,0,123,11/15/2020
WARM Status,Federal Medical Station,Fresno,0,0,125,11/15/2020
WARM Status,Arena,Sacramento,0,0,244,11/15/2020
WARM Status,Federal Medical Station,San Mateo,0,0,250,11/15/2020
WARM Status,Federal Medical Station,San Diego,0,0,200,11/15/2020
WARM Status,Federal Medical Station,San Francisco,0,0,125,11/16/2020
WARM Status,Alternative Care Facility,Tulare,0,0,123,11/16/2020
Ready,Federal Medical Station,Imperial,8,2,125,11/16/2020
WARM Status,Federal Medical Station,San Diego,0,0,200,11/16/2020
WARM Status,Federal Medical Station,Riverside,0,0,250,11/16/2020
WARM Status,Arena,Sacramento,0,0,244,11/16/2020
WARM Status,Federal Medical Station,San Mateo,0,0,250,11/16/2020
WARM Status,Alternative Care Facility,Orange,0,0,180,11/16/2020
WARM Status,Federal Medical Station,Fresno,0,0,125,11/16/2020
ColdStatus,Federal Medical Station,San Francisco,0,0,0,11/16/2020
WARM Status,Federal Medical Station,Contra Costa,0,0,250,11/16/2020
Ready,Federal Medical Station,Imperial,10,0,115,11/17/2020
WARM Status,Federal Medical Station,Contra Costa,0,0,250,11/17/2020
WARM Status,Federal Medical Station,San Diego,0,0,200,11/17/2020
WARM Status,Alternative Care Facility,Tulare,0,0,123,11/17/2020
WARM Status,Federal Medical Station,Riverside,0,0,250,11/17/2020
ColdStatus,Federal Medical Station,San Francisco,0,0,0,11/17/2020
WARM Status,Federal Medical Station,San Francisco,0,0,125,11/17/2020
WARM Status,Alternative Care Facility,Orange,0,0,180,11/17/2020
WARM Status,Federal Medical Station,Fresno,0,0,125,11/17/2020
WARM Status,Arena,Sacramento,0,0,244,11/17/2020
WARM Status,Federal Medical Station,San Mateo,0,0,250,11/17/2020
WARM Status,Federal Medical Station,San Francisco,0,0,125,11/18/2020
WARM Status,Federal Medical Station,Contra Costa,0,0,250,11/18/2020
WARM Status,Alternative Care Facility,Orange,0,0,180,11/18/2020
ColdStatus,Federal Medical Station,San Francisco,0,0,0,11/18/2020
WARM Status,Alternative Care Facility,Tulare,0,0,123,11/18/2020
Ready,Federal Medical Station,Imperial,10,0,115,11/18/2020
WARM Status,Federal Medical Station,San Diego,0,0,200,11/18/2020
WARM Status,Federal Medical Station,Fresno,0,0,125,11/18/2020
WARM Status,Federal Medical Station,San Mateo,0,0,250,11/18/2020
WARM Status,Arena,Sacramento,0,0,244,11/18/2020
WARM Status,Federal Medical Station,Riverside,0,0,250,11/18/2020
WARM Status,Arena,Sacramento,0,0,244,11/19/2020
WARM Status,Federal Medical Station,Contra Costa,0,0,250,11/19/2020
WARM Status,Alternative Care Facility,Orange,0,0,180,11/19/2020
WARM Status,Alternative Care Facility,Tulare,0,0,123,11/19/2020
Ready,Federal Medical Station,Imperial,10,0,115,11/19/2020
WARM Status,Federal Medical Station,San Diego,0,0,200,11/19/2020
WARM Status,Federal Medical Station,Riverside,0,0,250,11/19/2020
WARM Status,Federal Medical Station,Fresno,0,0,125,11/19/2020
WARM Status,Federal Medical Station,San Mateo,0,0,250,11/19/2020
WARM Status,Federal Medical Station,San Francisco,0,0,125,11/19/2020
